R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Antoni Hardonk,Colin Robinson,1,0,5,0,71.0,0.0,5,1,71.43,33.33,0,0,,,0,0,0,0,4,0,2,0,66.67,0.0,1,0,50.0,,2,0,100.0,,4,0,80.0,0.0,1,0,50.0,,0,0,,,red,finish,KO/TKO,,1,0:17,3,2008-01-19,False,Heavyweight
Paul Kelly,Paul Taylor,0,0,70,43,50.0,53.0,154,149,65.81,73.76,3,1,100.0,100.0,0,3,1,0,727,81,57,29,45.6,43.28,13,7,92.86,100.0,0,7,,100.0,13,13,36.11,32.5,11,17,73.33,85.0,46,13,52.27,61.9,red,decision,,unanimous,3,5:00,3,2008-01-19,False,Welterweight
Alessio Sakara,James Lee,0,0,8,0,80.0,0.0,10,0,83.33,0.0,0,2,,50.0,0,0,0,0,8,43,8,0,80.0,0.0,0,0,,,0,0,,,0,0,0.0,0.0,0,0,,,8,0,100.0,,red,finish,KO/TKO,,1,1:30,3,2008-01-19,False,Light Heavyweight
Sam Stout,Per Eklund,0,0,33,20,25.0,46.0,83,39,46.11,60.94,0,2,,6.0,0,1,0,0,334,182,10,5,10.2,19.23,7,11,77.78,91.67,16,4,80.0,80.0,7,14,7.87,42.42,9,6,81.82,60.0,17,0,62.96,,red,decision,,unanimous,3,5:00,3,2008-01-19,False,Lightweight
Georges St-Pierre,Matt Hughes,0,0,28,5,70.0,38.0,97,10,82.91,52.63,3,0,100.0,0.0,3,0,0,0,421,17,18,3,66.67,27.27,8,2,88.89,100.0,2,0,50.0,,4,0,33.33,0.0,2,2,66.67,100.0,22,3,88.0,60.0,red,finish,SUB,,2,4:54,5,2007-12-29,True,Welterweight
Chuck Liddell,Wanderlei Silva,0,1,58,44,33.0,24.0,59,45,32.96,25.28,2,0,100.0,,0,0,0,0,69,2,51,31,31.29,19.25,3,6,75.0,100.0,4,7,50.0,70.0,52,40,31.52,23.39,6,4,60.0,80.0,0,0,,0.0,red,decision,,unanimous,3,5:00,3,2007-12-29,False,Light Heavyweight
Eddie Sanchez,Soa Palelei,0,0,52,21,45.0,56.0,145,27,68.4,62.79,1,1,20.0,100.0,0,0,0,0,199,347,39,6,39.8,33.33,9,8,90.0,66.67,4,7,57.14,100.0,28,5,35.44,33.33,24,16,68.57,80.0,0,0,0.0,0.0,red,finish,KO/TKO,,3,3:24,3,2007-12-29,False,Heavyweight
Lyoto Machida,Rameau Thierry Sokoudjou,1,0,21,6,43.0,25.0,40,19,58.82,50.0,0,2,,50.0,5,2,1,0,333,22,12,4,33.33,20.0,3,0,60.0,0.0,6,2,85.71,66.67,10,4,58.82,20.0,0,1,0.0,50.0,11,1,36.67,50.0,red,finish,SUB,,2,4:20,3,2007-12-29,False,Light Heavyweight
Rich Clementi,Melvin Guillard,0,0,6,5,66.0,27.0,10,5,76.92,27.78,2,1,100.0,100.0,2,0,1,0,108,27,1,5,25.0,27.78,1,0,100.0,,4,0,100.0,,6,5,75.0,29.41,0,0,0.0,0.0,0,0,,,red,finish,SUB,,1,4:40,3,2007-12-29,False,Lightweight
Manvel Gamburyan,Nate Mohr,0,0,3,2,50.0,66.0,8,7,66.67,87.5,1,0,33.0,,1,0,0,0,59,11,2,2,40.0,66.67,0,0,,,1,0,100.0,,2,1,50.0,50.0,0,0,,,1,1,50.0,100.0,red,finish,SUB,,1,1:31,3,2007-12-29,False,Lightweight
Dean Lister,Jordan Radev,0,0,31,20,31.0,22.0,38,49,34.86,41.53,2,0,20.0,,0,0,0,0,158,45,17,12,23.94,16.22,9,2,45.0,100.0,5,6,62.5,46.15,24,16,28.24,21.33,1,3,16.67,33.33,6,1,75.0,20.0,red,decision,,unanimous,3,5:00,3,2007-12-29,False,Middleweight
Roan Carneiro,Tony DeSouza,0,0,24,9,88.0,60.0,73,37,94.81,84.09,3,0,100.0,,2,1,0,1,288,138,19,6,86.36,50.0,0,3,,100.0,5,0,100.0,,6,0,75.0,0.0,4,5,80.0,100.0,14,4,100.0,80.0,red,finish,KO/TKO,,2,3:33,3,2007-12-29,False,Welterweight
Mark Bocek,Doug Evans,0,0,26,22,44.0,33.0,87,52,67.44,53.61,7,1,41.0,100.0,0,1,0,1,637,50,16,14,33.33,24.14,5,7,100.0,100.0,5,1,100.0,100.0,3,14,13.04,26.92,12,8,85.71,57.14,11,0,52.38,,red,decision,,unanimous,3,5:00,3,2007-12-29,False,Lightweight
Roger Huerta,Clay Guida,0,1,31,47,30.0,55.0,53,100,37.86,66.67,0,6,,54.0,3,1,2,0,50,354,28,32,29.17,47.76,3,14,50.0,82.35,0,1,,100.0,29,30,29.29,52.63,0,0,,,2,17,66.67,60.71,red,finish,SUB,,3,0:51,3,2007-12-08,False,Lightweight
Mac Danzig,Tommy Speer,0,0,10,4,71.0,57.0,36,5,87.8,62.5,1,0,50.0,,1,0,0,0,74,28,5,0,62.5,0.0,5,2,83.33,66.67,0,2,,100.0,0,0,,0.0,5,4,83.33,80.0,5,0,62.5,,red,finish,SUB,,1,2:01,3,2007-12-08,False,Welterweight
War Machine,Jared Rollins,0,1,29,40,60.0,57.0,127,78,81.41,70.27,1,2,50.0,50.0,0,1,1,0,433,221,27,40,58.7,57.14,2,0,100.0,,0,0,,,3,3,33.33,27.27,0,5,,83.33,26,32,66.67,60.38,red,finish,KO/TKO,,3,2:01,3,2007-12-08,False,Welterweight
George Sotiropoulos,Billy Miles,0,0,2,0,66.0,0.0,24,0,85.71,0.0,0,0,,0.0,1,0,0,0,72,19,2,0,66.67,0.0,0,0,,,0,0,,,0,0,0.0,0.0,0,0,,,2,0,100.0,,red,finish,SUB,,1,1:36,3,2007-12-08,False,Welterweight
Ben Saunders,Dan Barrera,0,0,18,12,72.0,70.0,143,59,93.46,92.19,0,1,,8.0,4,0,0,1,350,429,10,6,58.82,54.55,7,0,100.0,,1,6,100.0,100.0,5,0,45.45,0.0,4,6,80.0,100.0,9,6,100.0,60.0,red,decision,,unanimous,3,5:00,3,2007-12-08,False,Welterweight
Troy Mandaloniz,Richie Hightower,1,0,30,20,78.0,35.0,36,30,81.82,44.78,0,1,0.0,100.0,0,0,0,0,98,19,16,14,66.67,29.17,1,4,100.0,66.67,13,2,100.0,100.0,15,14,68.18,31.11,12,6,92.31,60.0,3,0,100.0,0.0,red,finish,KO/TKO,,1,4:20,3,2007-12-08,False,Welterweight
Matt Arroyo,John Kolosci,0,0,4,1,50.0,20.0,19,12,82.61,52.17,0,0,,0.0,5,0,0,0,59,203,4,1,50.0,20.0,0,0,,,0,0,,,0,0,0.0,0.0,0,0,,,4,1,100.0,50.0,red,finish,SUB,,1,4:42,3,2007-12-08,False,Welterweight
Roman Mitichyan,Dorian Price,0,0,0,0,,0.0,0,0,,0.0,1,0,100.0,,1,0,0,0,12,0,0,0,,0.0,0,0,,0.0,0,0,,,0,0,,0.0,0,0,,0.0,0,0,,,red,finish,SUB,,1,0:23,3,2007-12-08,False,Welterweight
Jonathan Goulet,Paul Georgieff,0,0,11,12,64.0,40.0,33,18,75.0,50.0,3,0,100.0,0.0,1,0,0,0,210,0,10,9,62.5,33.33,1,1,100.0,100.0,0,2,,100.0,4,8,44.44,33.33,0,1,,50.0,7,3,87.5,75.0,red,finish,SUB,,1,4:42,3,2007-12-08,False,Welterweight
Rashad Evans,Michael Bisping,0,0,23,40,26.0,41.0,38,52,35.19,46.43,6,2,37.0,100.0,0,0,0,0,463,33,22,23,25.58,29.49,1,11,100.0,100.0,0,6,,85.71,18,25,25.35,32.05,1,15,25.0,83.33,4,0,33.33,,red,decision,,split,3,5:00,3,2007-11-17,False,Light Heavyweight
Thiago Silva,Houston Alexander,0,0,22,2,62.0,25.0,33,2,71.74,25.0,1,1,100.0,100.0,0,0,0,0,116,28,16,0,55.17,0.0,5,1,100.0,50.0,1,1,100.0,100.0,4,0,80.0,0.0,3,2,100.0,100.0,15,0,55.56,,red,finish,KO/TKO,,1,3:25,3,2007-11-17,False,Light Heavyweight
Karo Parisyan,Ryo Chonan,0,0,49,35,44.0,40.0,117,57,62.9,51.82,7,0,77.0,,0,0,0,1,444,110,45,15,42.86,24.59,1,13,100.0,81.25,3,7,75.0,70.0,19,18,35.19,29.51,5,17,55.56,70.83,25,0,53.19,0.0,red,decision,,unanimous,3,5:00,3,2007-11-17,False,Welterweight
Ed Herman,Joe Doerksen,1,0,43,9,58.0,47.0,89,16,72.95,61.54,2,1,66.0,20.0,0,3,1,0,393,115,31,5,50.82,33.33,12,3,92.31,100.0,0,1,,100.0,6,7,28.57,46.67,9,2,69.23,50.0,28,0,70.0,,red,finish,KO/TKO,,3,0:39,3,2007-11-17,False,Middleweight
Frankie Edgar,Spencer Fisher,0,0,42,6,53.0,28.0,162,31,76.42,65.96,8,0,66.0,,0,0,0,0,793,0,39,3,51.32,17.65,3,2,100.0,66.67,0,1,,100.0,3,3,37.5,18.75,2,2,100.0,50.0,37,1,53.62,100.0,red,decision,,unanimous,3,5:00,3,2007-11-17,False,Lightweight
Thiago Alves,Chris Lytle,1,0,39,42,43.0,32.0,48,88,48.48,50.0,0,1,,100.0,0,0,0,0,32,149,14,23,23.73,22.55,7,14,77.78,73.68,18,5,81.82,71.43,28,29,40.58,26.61,9,12,50.0,66.67,2,1,66.67,100.0,red,finish,KO/TKO,,2,5:00,3,2007-11-17,False,Welterweight
Joe Lauzon,Jason Reinhardt,0,0,5,1,71.0,33.0,8,1,80.0,33.33,1,0,50.0,,1,0,0,0,56,0,3,1,60.0,33.33,2,0,100.0,,0,0,,,1,0,33.33,0.0,2,1,100.0,100.0,2,0,100.0,,red,finish,SUB,,1,1:14,3,2007-11-17,False,Lightweight
Marcus Aurelio,Luke Caudillo,0,0,20,6,74.0,46.0,71,11,87.65,61.11,1,0,25.0,0.0,0,0,0,0,143,15,15,3,71.43,33.33,5,3,83.33,100.0,0,0,,0.0,4,2,44.44,25.0,4,4,80.0,80.0,12,0,92.31,,red,finish,KO/TKO,,1,4:29,3,2007-11-17,False,Lightweight
Akihiro Gono,Tamdan McCrory,1,0,27,31,61.0,50.0,39,32,69.64,50.79,1,0,100.0,,1,0,0,0,155,68,4,14,30.77,34.15,9,10,69.23,76.92,14,7,77.78,87.5,20,17,60.61,51.52,3,14,60.0,48.28,4,0,66.67,,red,finish,SUB,,2,3:19,3,2007-11-17,False,Welterweight
Anderson Silva,Rich Franklin,3,0,39,22,82.0,39.0,40,23,81.63,39.66,0,1,0.0,50.0,0,0,0,0,54,91,24,8,77.42,19.51,11,7,91.67,100.0,4,7,100.0,87.5,12,17,75.0,33.33,27,5,93.1,100.0,0,0,0.0,,red,finish,KO/TKO,,2,1:07,5,2007-10-20,True,Middleweight
Tim Sylvia,Brandon Vera,0,0,68,58,56.0,80.0,137,77,71.73,81.91,0,1,,100.0,0,0,0,0,459,185,31,16,40.79,55.17,23,13,76.67,92.86,14,29,93.33,100.0,12,17,33.33,60.71,56,37,65.88,92.5,0,4,,100.0,red,decision,,unanimous,3,5:00,3,2007-10-20,False,Heavyweight
Alvin Robinson,Jorge Gurgel,0,0,44,3,56.0,25.0,186,33,75.0,71.74,2,0,50.0,,1,0,1,1,485,370,42,3,56.0,27.27,1,0,100.0,,1,0,50.0,0.0,5,0,45.45,0.0,2,0,50.0,,37,3,58.73,33.33,red,decision,,unanimous,3,5:00,3,2007-10-20,False,Lightweight
Stephan Bonnar,Eric Schafer,0,0,30,13,55.0,76.0,76,35,69.72,85.37,0,1,,20.0,0,1,0,0,230,129,26,3,53.06,50.0,4,5,80.0,100.0,0,5,,83.33,2,5,15.38,62.5,4,6,80.0,85.71,24,2,66.67,100.0,red,finish,KO/TKO,,2,2:47,3,2007-10-20,False,Light Heavyweight
Alan Belcher,Kalib Starnes,0,0,57,40,57.0,44.0,61,45,58.65,47.87,0,1,,33.0,0,0,0,0,51,27,37,34,48.05,43.04,8,5,72.73,55.56,12,1,100.0,100.0,34,29,51.52,38.67,23,11,67.65,78.57,0,0,,,red,finish,KO/TKO,,2,1:39,3,2007-10-20,False,Middleweight
Yushin Okami,Jason MacDonald,0,0,41,25,50.0,51.0,78,69,63.41,72.63,1,0,100.0,0.0,1,0,0,0,531,132,33,0,45.83,0.0,6,2,75.0,66.67,2,23,100.0,95.83,12,2,35.29,9.09,10,23,76.92,85.19,19,0,54.29,,red,decision,,unanimous,3,5:00,3,2007-10-20,False,Middleweight
Demian Maia,Ryan Jensen,0,0,3,2,100.0,66.0,9,6,81.82,85.71,2,0,100.0,,1,0,0,0,146,0,1,2,100.0,66.67,1,0,100.0,,1,0,100.0,,1,0,100.0,0.0,0,0,,,2,2,100.0,100.0,red,finish,SUB,,1,2:40,3,2007-10-20,False,Middleweight
Joshua Burkman,Forrest Petz,1,0,44,65,50.0,47.0,51,113,53.68,60.43,3,0,23.0,,2,0,0,1,151,217,34,30,47.89,32.97,5,33,50.0,73.33,5,2,83.33,100.0,33,40,47.83,38.1,5,24,41.67,82.76,6,1,100.0,25.0,red,decision,,split,3,5:00,3,2007-10-20,False,Welterweight
Matt Grice,Jason Black,1,0,44,10,60.0,50.0,132,43,77.65,76.79,3,0,100.0,0.0,0,7,0,1,762,36,38,7,57.58,41.18,6,3,100.0,100.0,0,0,0.0,,8,2,50.0,18.18,5,3,100.0,75.0,31,5,59.62,100.0,red,decision,,split,3,5:00,3,2007-10-20,False,Lightweight
Keith Jardine,Chuck Liddell,1,0,83,31,47.0,22.0,83,31,47.16,22.46,0,0,,,0,0,0,0,6,0,38,25,30.4,19.53,15,6,93.75,66.67,30,0,85.71,0.0,82,30,47.4,22.22,1,1,33.33,33.33,0,0,,,red,decision,,split,3,5:00,3,2007-09-22,False,Light Heavyweight
Forrest Griffin,Mauricio Rua,0,0,66,27,50.0,36.0,146,53,68.22,50.48,2,5,100.0,41.0,3,0,2,0,340,289,44,21,42.31,30.43,13,3,81.25,100.0,9,3,90.0,100.0,21,14,38.89,28.0,4,3,57.14,100.0,41,10,59.42,45.45,red,finish,SUB,,3,4:45,3,2007-09-22,False,Light Heavyweight
Jon Fitch,Diego Sanchez,0,0,25,11,62.0,61.0,144,25,80.9,73.53,3,2,100.0,22.0,0,5,0,1,579,215,18,3,54.55,30.0,6,7,100.0,100.0,1,1,100.0,100.0,6,3,31.58,30.0,6,7,100.0,100.0,13,1,86.67,100.0,red,decision,,split,3,5:00,3,2007-09-22,False,Welterweight
Lyoto Machida,Kazuhiro Nakamura,0,0,70,15,78.0,48.0,134,27,87.58,61.36,2,2,66.0,20.0,1,0,0,0,550,106,36,6,67.92,28.57,26,5,96.3,83.33,8,4,88.89,100.0,17,3,77.27,23.08,32,12,91.43,70.59,21,0,65.62,0.0,red,decision,,unanimous,3,5:00,3,2007-09-22,False,Light Heavyweight
Tyson Griffin,Thiago Tavares,0,0,29,6,43.0,28.0,89,32,66.42,65.31,2,4,33.0,44.0,1,4,1,2,472,235,15,1,30.0,6.67,3,5,60.0,83.33,11,0,100.0,,5,2,17.24,14.29,15,4,88.24,57.14,9,0,45.0,,red,decision,,unanimous,3,5:00,3,2007-09-22,False,Lightweight
Rich Clementi,Anthony Johnson,0,1,12,22,50.0,44.0,43,25,75.44,46.3,1,1,50.0,50.0,2,3,1,1,162,144,9,15,50.0,36.59,0,5,0.0,83.33,3,2,60.0,66.67,5,7,33.33,25.0,1,4,33.33,57.14,6,11,100.0,73.33,red,finish,SUB,,2,3:05,3,2007-09-22,False,Welterweight
Jeremy Stephens,Diego Saraiva,0,0,50,11,55.0,37.0,109,71,70.78,76.34,2,0,100.0,,0,2,1,1,587,131,39,8,50.65,33.33,7,1,77.78,100.0,4,2,100.0,50.0,11,6,42.31,28.57,0,0,,,39,5,60.94,62.5,red,decision,,unanimous,3,5:00,3,2007-09-22,False,Lightweight
Christian Wellisch,Scott Junk,0,0,6,17,54.0,60.0,7,30,58.33,71.43,1,0,100.0,,2,0,0,0,48,75,0,8,0.0,50.0,4,3,66.67,50.0,2,6,100.0,100.0,0,5,0.0,50.0,6,12,60.0,66.67,0,0,,,red,finish,SUB,,1,3:19,3,2007-09-22,False,Heavyweight
Matt Wiman,Michihiro Omigawa,0,0,59,33,54.0,51.0,109,78,65.27,68.42,4,1,80.0,50.0,0,1,2,1,686,111,53,32,54.08,50.79,2,0,33.33,,4,1,100.0,100.0,10,7,50.0,33.33,6,21,31.58,67.74,43,5,62.32,41.67,red,decision,,unanimous,3,5:00,3,2007-09-22,False,Lightweight
Kenny Florian,Din Thomas,0,0,27,3,47.0,20.0,50,3,60.98,20.0,2,0,100.0,0.0,1,0,0,0,102,20,21,3,42.0,21.43,4,0,100.0,,2,0,66.67,0.0,5,0,29.41,0.0,0,1,,33.33,22,2,55.0,50.0,red,finish,SUB,,1,4:31,3,2007-09-19,False,Lightweight
Chris Leben,Terry Martin,1,0,53,45,52.0,43.0,208,76,81.25,56.3,0,4,0.0,66.0,1,0,0,0,89,419,24,32,35.29,36.36,11,12,84.62,80.0,18,1,90.0,100.0,22,22,37.29,31.88,29,18,72.5,69.23,2,5,100.0,55.56,red,finish,KO/TKO,,3,3:56,3,2007-09-19,False,Middleweight
Nate Diaz,Junior Assuncao,1,0,10,7,90.0,50.0,25,9,89.29,56.25,1,1,33.0,50.0,3,0,0,1,94,120,6,2,85.71,25.0,0,3,,75.0,4,2,100.0,100.0,1,2,100.0,40.0,9,3,90.0,42.86,0,2,,100.0,red,finish,SUB,,1,4:10,3,2007-09-19,False,Lightweight
Nate Quarry,Pete Sell,1,1,64,53,49.0,46.0,75,70,53.19,53.03,0,2,0.0,50.0,0,0,0,0,23,151,29,42,33.33,42.0,12,8,66.67,72.73,23,3,95.83,100.0,51,40,46.36,40.82,10,11,62.5,78.57,3,2,100.0,100.0,red,finish,KO/TKO,,3,0:44,3,2007-09-19,False,Middleweight
Luke Cummo,Edilberto de Oliveira,1,0,6,5,31.0,31.0,6,5,31.58,31.25,0,0,,,0,0,0,0,2,0,4,1,28.57,10.0,2,0,40.0,,0,4,,66.67,5,5,27.78,31.25,0,0,,,1,0,100.0,,red,finish,KO/TKO,,1,1:45,3,2007-09-19,False,Welterweight
Cole Miller,Leonard Garcia,0,0,21,16,43.0,50.0,59,95,65.56,79.83,1,0,50.0,0.0,10,0,2,1,677,144,20,11,42.55,40.74,1,2,100.0,100.0,0,3,,100.0,4,5,23.53,29.41,0,0,,,17,11,54.84,73.33,red,decision,,unanimous,3,5:00,3,2007-09-19,False,Lightweight
Gray Maynard,Joe Veres,1,0,3,0,75.0,,3,0,75.0,,0,0,,,0,0,0,0,2,0,3,0,75.0,,0,0,,,0,0,,,1,0,100.0,,0,0,,,2,0,66.67,,red,finish,KO/TKO,,1,0:09,3,2007-09-19,False,Lightweight
Thiago Alves,Kuniyoshi Hironaka,0,0,48,15,49.0,38.0,50,20,49.5,45.45,0,2,,33.0,0,0,0,0,53,96,28,7,38.89,23.33,2,3,66.67,100.0,18,5,81.82,83.33,28,10,41.18,31.25,14,3,82.35,60.0,6,2,50.0,100.0,red,finish,KO/TKO,,2,4:04,3,2007-09-19,False,Welterweight
Dustin Hazelett,Jonathan Goulet,0,0,3,0,60.0,,3,0,60.0,,0,1,,100.0,2,0,0,0,0,49,3,0,60.0,,0,0,,,0,0,,,3,0,60.0,,0,0,,,0,0,,,red,finish,SUB,,1,1:14,3,2007-09-19,False,Welterweight
Quinton Jackson,Dan Henderson,1,0,74,60,68.0,63.0,185,94,83.33,69.63,2,3,66.0,37.0,0,3,0,1,578,548,34,22,50.75,40.74,28,18,96.55,90.0,12,20,100.0,95.24,26,12,57.78,36.36,23,35,79.31,77.78,25,13,73.53,76.47,red,decision,,unanimous,5,5:00,5,2007-09-08,True,Light Heavyweight
Michael Bisping,Matt Hamill,0,0,47,56,29.0,45.0,65,88,35.71,53.33,0,6,,50.0,0,0,0,0,1,246,35,55,23.33,45.08,6,1,100.0,50.0,6,0,100.0,,47,52,29.01,43.33,0,1,,100.0,0,3,,100.0,red,decision,,split,3,5:00,3,2007-09-08,False,Light Heavyweight
Cheick Kongo,Mirko Filipovic,0,0,63,15,61.0,45.0,87,45,66.41,71.43,1,1,25.0,100.0,0,0,1,0,394,125,11,8,28.95,40.0,26,5,78.79,55.56,26,2,81.25,50.0,26,9,42.62,40.91,31,3,91.18,50.0,6,3,75.0,60.0,red,decision,,unanimous,3,5:00,3,2007-09-08,False,Heavyweight
Marcus Davis,Paul Taylor,0,1,24,16,60.0,53.0,32,26,66.67,63.41,1,0,33.0,,1,0,0,1,150,67,22,12,59.46,48.0,2,2,66.67,100.0,0,2,,66.67,7,6,46.67,40.0,1,3,50.0,75.0,16,7,69.57,63.64,red,finish,SUB,,1,4:14,3,2007-09-08,False,Welterweight
Houston Alexander,Alessio Sakara,1,0,18,1,50.0,20.0,18,1,50.0,20.0,0,1,,50.0,0,0,0,0,14,9,17,1,50.0,20.0,1,0,50.0,,0,0,,,1,1,11.11,20.0,4,0,80.0,,13,0,59.09,,red,finish,KO/TKO,,1,1:01,3,2007-09-08,False,Light Heavyweight
Gleison Tibau,Terry Etim,0,0,14,18,60.0,52.0,105,20,85.37,54.05,7,0,70.0,0.0,0,0,0,0,698,0,12,8,57.14,34.78,2,3,100.0,75.0,0,7,,100.0,0,18,0.0,52.94,0,0,,,14,0,82.35,,red,decision,,unanimous,3,5:00,3,2007-09-08,False,Lightweight
Thiago Silva,Tomasz Drwal,1,0,48,43,45.0,33.0,53,53,48.18,38.41,0,1,0.0,50.0,1,0,0,0,25,64,31,29,40.26,26.36,13,7,72.22,70.0,4,7,40.0,100.0,27,26,38.03,27.66,21,15,61.76,50.0,0,2,,66.67,red,finish,KO/TKO,,2,4:23,3,2007-09-08,False,Light Heavyweight
Dennis Siver,Naoyuki Kotani,1,0,28,9,42.0,30.0,47,14,54.02,38.89,0,0,0.0,,0,2,0,0,229,5,25,4,42.37,17.39,1,0,50.0,,2,5,40.0,71.43,10,9,37.04,34.62,2,0,22.22,0.0,16,0,53.33,,red,finish,KO/TKO,,2,2:04,3,2007-09-08,False,Lightweight
Jess Liaudin,Anthony Torres,2,0,38,13,56.0,50.0,46,28,60.53,66.67,0,0,0.0,,0,0,0,0,57,46,31,7,51.67,35.0,3,3,100.0,100.0,4,3,100.0,100.0,18,9,43.9,40.91,17,4,85.0,100.0,3,0,50.0,,red,finish,KO/TKO,,1,4:10,3,2007-09-08,False,Welterweight
Randy Couture,Gabriel Gonzaga,0,0,63,11,72.0,28.0,82,12,77.36,30.77,3,0,30.0,0.0,0,1,0,0,542,3,50,6,68.49,18.18,2,4,66.67,100.0,11,1,100.0,100.0,5,4,35.71,15.38,43,7,81.13,58.33,15,0,75.0,,red,finish,KO/TKO,,3,1:37,5,2007-08-25,True,Heavyweight
Georges St-Pierre,Josh Koscheck,0,0,38,4,62.0,9.0,118,14,81.38,26.42,2,1,100.0,25.0,5,0,0,0,557,86,17,4,45.95,10.0,3,0,100.0,,18,0,85.71,0.0,24,2,61.54,5.26,0,0,,,14,2,63.64,66.67,red,decision,,unanimous,3,5:00,3,2007-08-25,False,Welterweight
Roger Huerta,Alberto Crane,0,0,26,4,40.0,66.0,97,14,65.54,87.5,0,0,,0.0,0,3,0,2,388,224,20,0,36.36,0.0,4,2,57.14,100.0,2,2,100.0,66.67,3,4,25.0,66.67,0,0,,,23,0,44.23,,red,finish,KO/TKO,,3,1:50,3,2007-08-25,False,Lightweight
Joe Stevenson,Kurt Pellegrino,0,0,42,27,50.0,29.0,80,35,62.5,35.35,3,3,100.0,60.0,3,1,2,2,247,369,40,25,50.63,29.07,2,2,40.0,40.0,0,0,,,13,17,34.21,22.97,3,0,60.0,0.0,26,10,63.41,71.43,red,decision,,unanimous,3,5:00,3,2007-08-25,False,Lightweight
Patrick Cote,Kendall Grove,1,0,20,12,64.0,44.0,32,25,72.73,62.5,0,0,0.0,0.0,1,0,0,0,163,6,15,3,60.0,20.0,1,7,50.0,100.0,4,2,100.0,40.0,7,3,50.0,18.75,2,9,66.67,81.82,11,0,78.57,,red,finish,KO/TKO,,1,4:45,3,2007-08-25,False,Middleweight
Renato Sobral,David Heath,0,0,60,6,63.0,54.0,126,33,72.0,80.49,1,0,50.0,,3,0,0,0,302,144,45,6,56.25,54.55,14,0,100.0,,1,0,100.0,,2,1,28.57,25.0,1,0,100.0,,57,5,65.52,71.43,red,finish,SUB,,2,3:30,3,2007-08-25,False,Light Heavyweight
Frank Mir,Antoni Hardonk,0,0,4,1,80.0,33.0,7,1,87.5,33.33,1,0,100.0,,1,0,0,0,62,2,2,0,66.67,0.0,0,0,,,2,1,100.0,100.0,2,1,66.67,33.33,0,0,,,2,0,100.0,,red,finish,SUB,,1,1:17,3,2007-08-25,False,Heavyweight
Thales Leites,Ryan Jensen,0,0,10,11,55.0,42.0,12,14,60.0,48.28,3,0,75.0,,2,1,0,0,73,39,1,8,12.5,40.0,1,2,100.0,40.0,8,1,88.89,100.0,9,6,52.94,33.33,0,2,,66.67,1,3,100.0,60.0,red,finish,SUB,,1,3:47,3,2007-08-25,False,Middleweight
Clay Guida,Marcus Aurelio,2,0,44,40,24.0,29.0,71,47,34.13,33.1,0,0,0.0,0.0,0,0,0,0,207,0,27,39,17.42,29.1,6,0,46.15,,11,1,84.62,100.0,35,40,21.08,29.63,2,0,66.67,,7,0,58.33,,red,decision,,split,3,5:00,3,2007-08-25,False,Lightweight
Kenny Florian,Alvin Robinson,0,0,20,6,62.0,37.0,51,15,76.12,55.56,3,1,60.0,100.0,0,0,0,0,142,76,16,4,57.14,28.57,2,2,100.0,100.0,2,0,100.0,,1,3,20.0,33.33,2,3,100.0,50.0,17,0,68.0,0.0,red,finish,KO/TKO,,1,4:30,3,2007-07-07,False,Lightweight
Anderson Silva,Nate Marquardt,1,0,10,3,66.0,27.0,30,12,85.71,52.17,1,1,100.0,50.0,0,0,0,0,43,144,9,1,64.29,11.11,1,1,100.0,100.0,0,1,,100.0,4,2,80.0,33.33,0,0,,,6,1,60.0,20.0,red,finish,KO/TKO,,1,4:50,5,2007-07-07,True,Middleweight
Rashad Evans,Tito Ortiz,0,0,19,24,29.0,42.0,53,43,53.0,55.84,2,3,22.0,27.0,0,1,0,0,152,355,13,10,22.81,25.0,6,8,85.71,88.89,0,6,,75.0,9,12,18.0,28.57,10,12,71.43,80.0,0,0,,,draw,decision,,unanimous,3,5:00,3,2007-07-07,False,Light Heavyweight
Sean Sherk,Hermes Franca,0,1,35,6,63.0,26.0,215,59,86.35,74.68,16,0,84.0,,2,3,1,1,1338,41,24,5,54.55,22.73,10,0,100.0,,1,1,100.0,100.0,2,4,15.38,23.53,1,1,100.0,33.33,32,1,78.05,33.33,red,decision,,unanimous,5,5:00,5,2007-07-07,True,Lightweight
