R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Umar Nurmagomedov,Deiveson Figueiredo,0,0,34,8,47.0,29.0,103,28,61.68,48.28,2,0,33.0,,0,0,0,0,290,9,19,4,38.0,22.22,11,4,64.71,50.0,4,0,80.0,0.0,28,7,48.28,26.92,2,1,66.67,100.0,4,0,36.36,,red,decision,,unanimous,3,5:00,3,2026-01-24,False,Bantamweight
Ateba Gautier,Andrey Pulyaev,2,0,34,59,30.0,47.0,34,59,30.36,47.97,0,0,,,0,0,0,0,0,0,24,34,24.49,40.96,9,19,69.23,59.38,1,6,100.0,75.0,30,57,29.13,47.11,4,2,44.44,100.0,0,0,,,red,decision,,unanimous,3,5:00,3,2026-01-24,False,Middleweight
Nikita Krylov,Modestas Bukauskas,1,0,72,40,52.0,37.0,94,43,57.32,38.74,1,0,25.0,,0,0,0,0,157,56,25,35,32.89,34.65,22,2,64.71,50.0,25,3,92.59,100.0,64,40,50.0,37.04,5,0,83.33,,3,0,100.0,,red,finish,KO/TKO,,3,4:57,3,2026-01-24,False,Light Heavyweight
Alex Perez,Charles Johnson,2,0,39,8,52.0,32.0,55,8,58.51,32.0,0,0,,0.0,0,0,0,0,14,0,27,4,45.0,28.57,9,3,90.0,33.33,3,1,60.0,50.0,33,8,49.25,32.0,4,0,66.67,,2,0,100.0,,red,finish,KO/TKO,,1,3:16,3,2026-01-24,False,Flyweight
Josh Hokit,Denzel Freeman,0,0,37,0,64.0,0.0,71,0,73.2,0.0,1,0,50.0,0.0,0,0,0,0,227,0,31,0,64.58,0.0,6,0,66.67,,0,0,,,17,0,54.84,0.0,9,0,81.82,,11,0,73.33,,red,finish,KO/TKO,,1,4:59,3,2026-01-24,False,Heavyweight
Adam Fugitt,Ty Miller,0,1,36,59,49.0,48.0,39,65,51.32,50.39,0,0,0.0,,0,0,0,0,0,3,10,55,23.81,47.83,21,4,80.77,66.67,5,0,100.0,,30,55,44.78,47.83,6,3,100.0,75.0,0,1,,50.0,blue,finish,KO/TKO,,1,4:59,3,2026-01-24,False,Welterweight
Brandon Royval,Manel Kape,0,1,17,17,65.0,73.0,17,18,65.38,75.0,0,0,,,0,0,0,0,0,4,5,6,50.0,60.0,6,5,75.0,83.33,6,6,75.0,85.71,17,15,65.38,71.43,0,0,,,0,2,,100.0,blue,finish,KO/TKO,,1,3:18,5,2025-12-13,False,Flyweight
Giga Chikadze,Kevin Vallejos,0,1,12,20,54.0,62.0,19,23,65.52,65.71,0,0,,0.0,0,0,0,0,0,88,2,14,20.0,58.33,10,2,100.0,66.67,0,4,0.0,80.0,12,15,54.55,57.69,0,1,,50.0,0,4,,100.0,blue,finish,KO/TKO,,2,1:29,3,2025-12-13,False,Featherweight
Cesar Almeida,Cezary Oleksiejczuk,0,0,12,14,60.0,73.0,25,113,67.57,89.68,0,6,,85.0,0,0,1,1,29,675,2,9,28.57,69.23,7,5,77.78,83.33,3,0,75.0,,12,10,70.59,66.67,0,1,,100.0,0,3,0.0,100.0,blue,decision,,unanimous,3,5:00,3,2025-12-13,False,Middleweight
Melquizael Costa,Morgan Charriere,1,0,4,2,44.0,50.0,4,2,44.44,50.0,0,0,,,0,0,0,0,2,0,1,0,33.33,0.0,1,0,100.0,,2,2,40.0,100.0,4,2,44.44,50.0,0,0,,,0,0,,,red,finish,KO/TKO,,1,1:14,3,2025-12-13,False,Featherweight
Kennedy Nzechukwu,Marcus Buchecha,0,0,24,27,50.0,61.0,58,47,66.67,71.21,0,3,,23.0,0,0,0,0,217,380,21,23,48.84,60.53,3,4,60.0,66.67,0,0,,,13,2,40.62,16.67,2,2,100.0,50.0,9,23,64.29,82.14,draw,decision,,unanimous,3,5:00,3,2025-12-13,False,Heavyweight
King Green,Lance Gibson Jr.,0,0,65,30,46.0,41.0,74,35,49.33,45.45,1,2,50.0,66.0,0,0,0,0,44,70,25,9,32.47,23.08,24,8,60.0,57.14,16,13,66.67,68.42,56,27,43.41,40.91,1,3,100.0,50.0,8,0,72.73,,red,decision,,split,3,5:00,3,2025-12-13,False,Catchweight
Neil Magny,Yaroslav Amosov,0,0,5,9,45.0,47.0,15,13,62.5,48.15,0,1,,50.0,0,1,0,0,0,116,2,3,25.0,25.0,2,0,100.0,,1,6,100.0,85.71,5,8,45.45,47.06,0,0,,,0,1,,50.0,blue,finish,SUB,,1,3:14,3,2025-12-13,False,Welterweight
Joanderson Brito,Isaac Thomson,0,0,33,21,57.0,44.0,66,127,70.97,77.44,8,4,66.0,80.0,2,0,1,1,479,180,16,14,44.44,42.42,7,6,70.0,60.0,10,1,90.91,25.0,19,14,52.78,37.84,7,6,70.0,75.0,7,1,63.64,50.0,red,decision,,unanimous,3,5:00,3,2025-12-13,False,Featherweight
Sean Sharaf,Steven Asplund,0,0,66,170,43.0,58.0,66,172,42.86,58.5,0,0,0.0,,0,0,0,0,0,3,50,154,37.31,55.8,15,6,83.33,100.0,1,10,100.0,100.0,66,166,44.3,58.25,0,4,0.0,57.14,0,0,,,blue,finish,KO/TKO,,2,3:49,3,2025-12-13,False,Heavyweight
Melissa Croden,Luana Santos,0,0,22,12,29.0,50.0,56,93,51.38,84.55,0,3,0.0,42.0,0,1,1,0,44,561,9,6,16.98,37.5,7,4,87.5,80.0,6,2,46.15,66.67,18,10,26.09,50.0,4,2,80.0,66.67,0,0,,0.0,blue,decision,,unanimous,3,5:00,3,2025-12-13,False,Women's Bantamweight
Allen Frye Jr.,Guilherme Pat,0,0,33,64,38.0,64.0,73,76,55.3,66.67,0,0,,,0,0,0,0,475,44,17,53,26.15,60.23,12,8,100.0,88.89,4,3,44.44,100.0,19,54,27.54,60.0,14,10,82.35,100.0,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-12-13,False,Heavyweight
Jamey-Lyn Horth,Tereza Bleda,0,0,16,2,72.0,16.0,18,2,75.0,16.67,0,0,,0.0,0,0,0,0,3,80,12,0,70.59,0.0,3,2,75.0,100.0,1,0,100.0,0.0,9,1,60.0,9.09,7,1,100.0,100.0,0,0,,,red,finish,KO/TKO,,1,2:05,3,2025-12-13,False,Women's Flyweight
Merab Dvalishvili,Petr Yan,0,0,134,139,34.0,60.0,196,159,42.79,63.35,2,5,6.0,55.0,2,0,1,0,312,175,105,109,30.79,55.9,22,17,64.71,89.47,7,13,87.5,81.25,116,119,32.86,58.33,18,18,60.0,75.0,0,2,,100.0,blue,decision,,unanimous,5,5:00,5,2025-12-06,True,Bantamweight
Alexandre Pantoja,Joshua Van,0,0,6,2,54.0,50.0,6,2,54.55,50.0,0,0,,,0,0,0,0,0,0,4,2,50.0,50.0,1,0,100.0,,1,0,50.0,,5,2,50.0,66.67,1,0,100.0,0.0,0,0,,,blue,finish,KO/TKO,,1,0:26,5,2025-12-06,True,Flyweight
Brandon Moreno,Tatsuro Taira,0,0,9,28,52.0,58.0,9,45,52.94,69.23,0,1,,25.0,1,0,0,1,5,267,8,23,57.14,54.76,0,3,0.0,100.0,1,2,100.0,66.67,7,7,46.67,36.84,0,2,,50.0,2,19,100.0,76.0,blue,finish,KO/TKO,,2,2:24,3,2025-12-06,False,Flyweight
Henry Cejudo,Payton Talbott,0,1,60,134,51.0,61.0,77,156,56.62,65.0,1,3,14.0,60.0,0,0,0,0,159,211,33,89,39.76,53.29,10,34,83.33,87.18,17,11,80.95,100.0,51,90,49.04,53.57,7,28,70.0,90.32,2,16,100.0,88.89,blue,decision,,unanimous,3,5:00,3,2025-12-06,False,Bantamweight
Jan Blachowicz,Bogdan Guskov,1,1,84,80,56.0,57.0,100,98,57.8,61.25,0,0,,,1,0,0,0,8,249,56,69,50.0,54.33,11,2,64.71,66.67,17,9,85.0,90.0,74,52,54.81,54.17,2,0,66.67,,8,28,72.73,63.64,draw,decision,,majority,3,5:00,3,2025-12-06,False,Light Heavyweight
Grant Dawson,Manuel Torres,0,1,8,9,38.0,52.0,8,9,38.1,52.94,0,0,0.0,,0,0,0,0,0,4,4,5,30.77,41.67,2,4,50.0,80.0,2,0,50.0,,8,8,38.1,66.67,0,0,,,0,1,,20.0,blue,finish,KO/TKO,,1,2:25,3,2025-12-06,False,Lightweight
Terrance McKinney,Chris Duncan,0,1,31,38,54.0,69.0,31,53,54.39,70.67,0,1,,50.0,0,1,0,0,0,70,26,36,52.0,70.59,5,2,71.43,66.67,0,0,,0.0,24,10,53.33,50.0,6,6,54.55,75.0,1,22,100.0,81.48,blue,finish,SUB,,1,2:30,3,2025-12-06,False,Lightweight
Maycee Barber,Karine Silva,0,0,55,21,64.0,46.0,89,57,68.46,65.52,3,2,60.0,66.0,0,0,1,1,380,208,41,8,62.12,26.67,4,4,57.14,80.0,10,9,83.33,90.0,30,16,57.69,50.0,0,1,0.0,25.0,25,4,78.12,44.44,red,decision,,unanimous,3,5:00,3,2025-12-06,False,Women's Flyweight
Nazim Sadykhov,Fares Ziam,0,1,4,31,25.0,63.0,7,76,33.33,79.17,0,2,0.0,40.0,0,2,0,0,39,358,1,21,9.09,58.33,0,2,,66.67,3,8,60.0,80.0,4,18,25.0,58.06,0,4,,80.0,0,9,,69.23,blue,finish,KO/TKO,,2,4:59,3,2025-12-06,False,Lightweight
Marvin Vettori,Brunno Ferreira,0,0,88,77,47.0,51.0,90,77,47.87,51.68,1,1,25.0,14.0,0,0,0,0,68,5,78,60,44.32,46.15,1,9,100.0,90.0,9,8,100.0,88.89,86,73,47.51,51.05,2,3,50.0,100.0,0,1,0.0,33.33,blue,decision,,unanimous,3,5:00,3,2025-12-06,False,Middleweight
Edson Barboza,Jalin Turner,0,2,10,39,50.0,59.0,10,43,50.0,58.9,0,0,,,0,0,1,0,7,38,4,29,28.57,52.73,4,8,100.0,88.89,2,2,100.0,100.0,10,33,52.63,62.26,0,5,0.0,50.0,0,1,,33.33,blue,finish,KO/TKO,,1,2:24,3,2025-12-06,False,Lightweight
Iwo Baraniewski,Ibo Aslan,2,1,22,30,68.0,56.0,28,31,71.79,57.41,0,0,0.0,0.0,0,0,0,0,11,6,18,29,66.67,61.7,3,0,75.0,0.0,1,1,100.0,50.0,6,19,42.86,54.29,6,11,100.0,61.11,10,0,83.33,,red,finish,KO/TKO,,1,1:29,3,2025-12-06,False,Light Heavyweight
Mansur Abdul-Malik,Antonio Trocoli,0,0,2,3,50.0,50.0,2,3,50.0,50.0,1,0,100.0,0.0,1,0,0,0,42,0,2,2,50.0,50.0,0,0,,0.0,0,1,,100.0,1,3,33.33,50.0,0,0,,,1,0,100.0,,red,finish,SUB,,1,1:09,3,2025-12-06,False,Middleweight
Muhammad Naimov,Mairon Santos,0,1,18,27,37.0,60.0,35,43,50.72,70.49,0,0,0.0,0.0,0,0,0,0,128,47,7,11,24.14,40.74,6,8,60.0,80.0,5,8,55.56,100.0,13,19,32.5,55.88,5,7,62.5,87.5,0,1,,33.33,blue,finish,KO/TKO,,3,0:21,3,2025-12-06,False,Featherweight
Arman Tsarukyan,Dan Hooker,0,0,42,10,70.0,30.0,69,17,77.53,41.46,2,0,50.0,,1,2,0,0,362,10,33,3,67.35,15.0,3,6,60.0,50.0,6,1,100.0,100.0,18,9,58.06,30.0,2,1,100.0,33.33,22,0,81.48,,red,finish,SUB,,2,3:34,5,2025-11-22,False,Lightweight
Belal Muhammad,Ian Machado Garry,0,0,56,72,40.0,51.0,97,96,49.24,57.49,0,0,0.0,0.0,0,0,0,0,215,39,45,35,35.71,35.71,8,10,88.89,66.67,3,27,75.0,96.43,52,66,39.69,49.25,4,6,50.0,85.71,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-11-22,False,Welterweight
Volkan Oezdemir,Alonzo Menifield,1,0,13,2,37.0,28.0,14,2,37.84,28.57,0,0,,,0,0,0,0,0,0,12,1,36.36,20.0,0,1,0.0,50.0,1,0,100.0,,13,2,37.14,28.57,0,0,,,0,0,,,red,finish,KO/TKO,,1,1:27,3,2025-11-22,False,Light Heavyweight
Jack Hermansson,Myktybek Orolbai,0,1,19,15,50.0,45.0,19,15,50.0,45.45,0,0,,,0,0,0,0,0,3,9,9,36.0,36.0,5,3,62.5,60.0,5,3,100.0,100.0,17,13,47.22,41.94,2,1,100.0,100.0,0,1,,100.0,blue,finish,KO/TKO,,1,2:46,3,2025-11-22,False,Welterweight
Waldo Cortes Acosta,Shamil Gaziev,2,0,10,6,47.0,40.0,15,6,57.69,40.0,0,0,,,0,0,0,0,8,0,8,4,42.11,30.77,1,1,100.0,100.0,1,1,100.0,100.0,9,6,50.0,40.0,0,0,0.0,,1,0,50.0,,red,finish,KO/TKO,,1,1:22,3,2025-11-22,False,Heavyweight
Tagir Ulanbekov,Kyoji Horiguchi,0,2,6,49,22.0,63.0,10,120,31.25,76.43,1,0,50.0,0.0,1,1,0,0,85,334,3,36,16.67,60.0,2,4,25.0,100.0,1,9,100.0,69.23,6,25,24.0,60.98,0,0,0.0,0.0,0,24,,72.73,blue,finish,SUB,,3,2:18,3,2025-11-22,False,Flyweight
Bogdan Grad,Luke Riley,0,1,7,14,53.0,60.0,17,20,70.83,62.5,4,0,57.0,,0,0,0,0,235,15,6,11,50.0,57.89,1,1,100.0,50.0,0,2,,100.0,1,4,20.0,36.36,2,1,100.0,100.0,4,9,66.67,81.82,blue,finish,KO/TKO,,2,0:30,3,2025-11-22,False,Featherweight
Nicolas Dalby,Saygid Izagakhmaev,0,0,26,20,41.0,58.0,87,65,62.14,73.86,0,4,0.0,40.0,0,0,1,0,389,318,13,11,31.71,47.83,8,9,50.0,90.0,5,0,83.33,0.0,11,8,27.5,42.11,13,10,61.9,83.33,2,2,100.0,66.67,red,decision,,split,3,5:00,3,2025-11-22,False,Welterweight
Alex Perez,Asu Almabayev,0,0,40,36,40.0,40.0,84,68,58.74,53.97,3,2,60.0,40.0,0,1,0,0,138,72,14,24,24.56,31.58,15,8,65.22,80.0,11,4,61.11,100.0,32,32,37.65,38.1,3,4,42.86,66.67,5,0,83.33,,blue,finish,SUB,,3,0:22,3,2025-11-22,False,Flyweight
Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,0,6,0,60.0,0.0,11,0,68.75,0.0,1,0,100.0,,1,0,0,0,24,0,6,0,60.0,0.0,0,0,,,0,0,,,3,0,75.0,0.0,0,0,,,3,0,50.0,,red,finish,SUB,,1,0:33,3,2025-11-22,False,Light Heavyweight
Bekzat Almakhan,Aleksandre Topuria,0,0,39,47,32.0,58.0,42,55,34.43,61.8,0,2,0.0,28.0,0,0,0,0,1,140,26,45,25.49,60.0,8,1,72.73,20.0,5,1,83.33,100.0,38,44,32.76,57.14,1,1,50.0,50.0,0,2,0.0,100.0,blue,decision,,unanimous,3,5:00,3,2025-11-22,False,Bantamweight
Ismail Naurdiev,Ryan Loder,1,0,3,1,50.0,25.0,3,1,50.0,25.0,0,0,,,0,0,0,0,2,0,2,1,40.0,25.0,1,0,100.0,,0,0,,,3,1,50.0,25.0,0,0,,,0,0,,,red,finish,KO/TKO,,1,1:26,3,2025-11-22,False,Middleweight
Nurullo Aliev,Shem Rock,0,0,51,44,43.0,42.0,63,77,47.37,54.61,1,1,20.0,11.0,1,0,0,0,224,32,37,9,38.14,16.98,10,18,71.43,56.25,4,17,66.67,89.47,43,40,40.95,41.24,7,4,63.64,57.14,1,0,100.0,,red,decision,,unanimous,3,5:00,3,2025-11-22,False,Lightweight
Marek Bujlo,Denzel Freeman,0,0,31,49,38.0,62.0,31,49,38.75,62.03,0,0,,,0,0,0,0,28,0,3,19,13.64,44.19,6,6,42.86,60.0,22,24,50.0,92.31,31,45,39.24,61.64,0,4,,66.67,0,0,0.0,,blue,decision,,unanimous,3,5:00,3,2025-11-22,False,Heavyweight
Jack Della Maddalena,Islam Makhachev,0,0,18,30,29.0,52.0,30,140,40.54,74.47,0,4,0.0,100.0,0,0,0,0,0,1150,10,14,22.22,35.0,6,6,50.0,85.71,2,10,50.0,100.0,14,20,25.0,48.78,4,3,80.0,75.0,0,7,,58.33,blue,decision,,unanimous,5,5:00,5,2025-11-15,True,Welterweight
Valentina Shevchenko,Zhang Weili,0,0,41,32,60.0,32.0,137,80,73.66,49.69,5,0,83.0,0.0,0,0,0,0,804,46,21,9,47.73,15.25,14,13,82.35,50.0,6,10,85.71,76.92,27,25,57.45,27.78,8,7,57.14,87.5,6,0,85.71,,red,decision,,unanimous,5,5:00,5,2025-11-15,True,Women's Flyweight
Sean Brady,Michael Morales,0,1,8,24,36.0,46.0,8,24,36.36,46.15,0,0,0.0,,0,0,0,0,0,2,5,24,33.33,48.0,0,0,,0.0,3,0,42.86,0.0,8,21,36.36,44.68,0,0,,0.0,0,3,,75.0,blue,finish,KO/TKO,,1,3:27,3,2025-11-15,False,Welterweight
Leon Edwards,Carlos Prates,0,1,12,21,70.0,65.0,25,24,83.33,68.57,2,0,66.0,,0,0,0,0,180,1,4,8,50.0,50.0,0,2,,66.67,8,11,88.89,84.62,11,19,68.75,63.33,1,1,100.0,100.0,0,1,,100.0,blue,finish,KO/TKO,,2,1:28,3,2025-11-15,False,Welterweight
Beneil Dariush,Benoit Saint Denis,0,1,3,3,60.0,60.0,3,3,60.0,60.0,0,0,,,0,0,0,0,0,0,0,3,0.0,60.0,1,0,100.0,,2,0,100.0,,2,0,50.0,0.0,1,2,100.0,66.67,0,1,,100.0,blue,finish,KO/TKO,,1,0:16,3,2025-11-15,False,Lightweight
Bo Nickal,Rodolfo Vieira,1,0,77,24,63.0,37.0,94,31,65.73,43.66,2,0,66.0,0.0,1,0,0,0,88,60,56,7,60.22,18.42,13,6,68.42,50.0,8,11,88.89,78.57,64,23,62.14,36.51,7,1,77.78,100.0,6,0,66.67,,red,finish,KO/TKO,,3,2:24,3,2025-11-15,False,Middleweight
Roman Kopylov,Gregory Rodrigues,0,0,52,90,49.0,52.0,54,91,49.54,52.3,2,0,100.0,0.0,0,1,0,0,35,24,35,59,43.75,44.36,9,28,56.25,75.68,8,3,88.89,100.0,51,84,49.51,51.22,1,6,100.0,66.67,0,0,0.0,,blue,decision,,unanimous,3,5:00,3,2025-11-15,False,Middleweight
Erin Blanchfield,Tracy Cortez,0,0,52,46,44.0,44.0,65,50,48.51,46.3,2,1,66.0,33.0,1,0,1,0,163,30,38,35,38.0,39.77,6,7,75.0,58.33,8,4,100.0,100.0,51,45,44.35,45.0,1,1,100.0,25.0,0,0,,,red,finish,SUB,,2,4:44,3,2025-11-15,False,Women's Flyweight
Malcolm Wellmaker,Ethyn Ewing,0,0,77,85,52.0,52.0,82,99,54.3,55.31,0,3,0.0,60.0,0,0,0,0,71,79,35,70,40.23,47.62,35,10,77.78,90.91,7,5,50.0,100.0,53,67,45.69,48.55,24,18,80.0,72.0,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-11-15,False,Featherweight
Kyle Daukaus,Gerald Meerschaert,1,0,8,0,72.0,0.0,8,0,72.73,0.0,0,0,,,1,0,0,0,17,0,8,0,80.0,0.0,0,0,,,0,0,0.0,,4,0,57.14,0.0,0,0,,,4,0,100.0,,red,finish,SUB,,1,0:50,3,2025-11-15,False,Middleweight
Pat Sabatini,Chepe Mariscal,0,0,12,7,41.0,36.0,40,48,65.57,67.61,7,0,58.0,,0,0,0,1,637,48,10,2,41.67,15.38,2,2,40.0,66.67,0,3,,100.0,4,6,22.22,46.15,2,1,100.0,25.0,6,0,66.67,0.0,red,decision,,unanimous,3,5:00,3,2025-11-15,False,Featherweight
Angela Hill,Fatima Kline,0,0,56,115,46.0,51.0,65,152,47.45,56.72,0,4,,57.0,0,0,0,0,29,316,34,89,40.0,47.09,15,23,55.56,76.67,7,3,87.5,75.0,44,71,42.72,42.51,12,15,70.59,75.0,0,29,,80.56,blue,decision,,unanimous,3,5:00,3,2025-11-15,False,Women's Strawweight
Baisangur Susurkaev,Eric McConico,1,0,53,53,60.0,49.0,105,90,73.43,60.0,2,0,28.0,,0,0,0,0,193,137,20,28,38.46,34.57,25,10,89.29,90.91,8,15,100.0,100.0,42,36,55.26,40.45,11,17,91.67,94.44,0,0,,,red,finish,KO/TKO,,3,1:38,3,2025-11-15,False,Middleweight
Viacheslav Borshchev,Matheus Camilo,0,0,65,39,34.0,41.0,78,48,38.81,46.15,0,5,,50.0,0,0,1,0,24,202,40,27,26.67,34.18,16,6,64.0,100.0,9,6,69.23,75.0,64,37,34.41,41.11,1,1,50.0,50.0,0,1,,100.0,blue,decision,,unanimous,3,5:00,3,2025-11-15,False,Lightweight
Gabriel Bonfim,Randy Brown,1,0,35,33,54.0,37.0,35,33,54.69,37.93,0,0,,,0,0,0,0,0,0,11,11,30.56,22.92,1,9,100.0,42.86,23,13,85.19,72.22,33,33,53.23,37.93,2,0,100.0,,0,0,,,red,finish,KO/TKO,,2,1:40,5,2025-11-08,False,Welterweight
Matt Schnell,Joseph Morales,0,0,4,5,36.0,45.0,5,12,41.67,66.67,1,0,100.0,,0,1,1,1,15,72,1,4,12.5,40.0,2,0,100.0,,1,1,100.0,100.0,4,2,36.36,28.57,0,0,,,0,3,,75.0,blue,finish,SUB,,1,2:54,3,2025-11-08,False,Flyweight
Muslim Salikhov,Uros Medic,0,1,2,8,40.0,61.0,2,9,40.0,64.29,0,0,,,0,0,0,0,0,5,0,5,0.0,55.56,0,3,0.0,100.0,2,0,66.67,0.0,2,5,40.0,55.56,0,0,,,0,3,,75.0,blue,finish,KO/TKO,,1,1:03,3,2025-11-08,False,Welterweight
Chris Padilla,Ismael Bonfim,0,0,64,42,58.0,50.0,88,47,65.67,52.81,0,1,,33.0,0,0,0,0,201,15,33,27,55.0,39.71,10,12,66.67,92.31,21,3,61.76,100.0,43,42,51.81,50.0,6,0,100.0,,15,0,75.0,,red,finish,KO/TKO,,2,4:30,3,2025-11-08,False,Lightweight
Christian Leroy Duncan,Marco Tulio,1,0,23,27,50.0,47.0,40,42,60.61,56.0,1,2,100.0,40.0,0,0,0,0,70,153,11,13,40.74,36.11,3,3,42.86,42.86,9,11,75.0,78.57,20,22,46.51,44.9,1,5,100.0,62.5,2,0,100.0,,red,finish,KO/TKO,,2,3:20,3,2025-11-08,False,Middleweight
Hyder Amil,Jamall Emmers,0,0,47,50,37.0,49.0,80,83,48.78,58.87,0,7,0.0,87.0,0,1,0,0,17,515,28,37,29.79,44.58,7,13,53.85,76.47,12,0,66.67,0.0,44,38,36.97,45.78,3,3,50.0,75.0,0,9,,64.29,blue,decision,,unanimous,3,5:00,3,2025-11-08,False,Featherweight
Ricky Simon,Raoni Barcelos,0,0,67,82,37.0,43.0,77,86,40.31,44.33,0,1,0.0,12.0,0,0,1,0,85,9,57,53,34.55,35.33,9,19,60.0,79.17,1,10,100.0,76.92,58,80,34.12,43.48,3,2,75.0,66.67,6,0,85.71,,blue,decision,,unanimous,3,5:00,3,2025-11-08,False,Bantamweight
Mayra Bueno Silva,Jacqueline Cavalcanti,0,0,39,80,40.0,48.0,46,87,42.99,50.58,0,0,0.0,,0,0,0,0,72,55,15,45,24.19,38.14,8,20,57.14,76.92,16,15,76.19,75.0,36,73,38.71,46.79,3,7,75.0,87.5,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-11-08,False,Women's Bantamweight
Josh Hokit,Max Gimenis,2,0,9,3,52.0,42.0,11,3,57.89,42.86,0,0,,,0,0,0,0,8,0,9,0,52.94,0.0,0,1,,100.0,0,2,,100.0,7,3,46.67,50.0,1,0,100.0,0.0,1,0,100.0,,red,finish,KO/TKO,,1,0:56,3,2025-11-08,False,Heavyweight
Tecia Pennington,Denise Gomes,0,0,58,53,46.0,38.0,73,75,50.69,44.38,1,3,50.0,30.0,0,0,0,1,32,231,15,19,26.79,22.09,9,15,47.37,51.72,34,19,68.0,82.61,58,48,49.15,37.21,0,2,0.0,40.0,0,3,,75.0,blue,decision,,unanimous,3,5:00,3,2025-11-08,False,Women's Strawweight
Miles Johns,Daniel Marcos,0,0,28,27,51.0,57.0,33,42,54.1,60.87,0,3,0.0,75.0,0,1,0,0,94,239,21,15,46.67,45.45,3,8,60.0,80.0,4,4,100.0,100.0,28,14,57.14,41.18,0,13,0.0,100.0,0,0,,,blue,finish,SUB,,2,4:23,3,2025-11-08,False,Bantamweight
Zach Reese,Jackson McVey,0,0,32,56,76.0,76.0,81,68,83.51,79.07,3,0,100.0,,1,0,0,1,144,143,21,28,67.74,71.79,5,27,100.0,81.82,6,1,100.0,100.0,15,9,78.95,47.37,16,47,76.19,87.04,1,0,50.0,,red,finish,SUB,,2,1:38,3,2025-11-08,False,Catchweight
Steve Garcia,David Onama,1,0,33,2,53.0,12.0,43,2,59.72,12.5,0,0,,,0,0,0,0,4,0,28,1,50.0,7.14,5,0,83.33,0.0,0,1,,100.0,26,2,50.0,12.5,5,0,71.43,,2,0,66.67,,red,finish,KO/TKO,,1,3:34,5,2025-11-01,False,Featherweight
Waldo Cortes Acosta,Ante Delija,1,0,12,16,70.0,44.0,18,18,75.0,47.37,0,0,,0.0,0,0,0,0,97,25,9,13,81.82,39.39,2,2,40.0,100.0,1,1,100.0,100.0,4,15,50.0,45.45,2,1,66.67,33.33,6,0,100.0,,red,finish,KO/TKO,,1,3:59,3,2025-11-01,False,Heavyweight
Jeremiah Wells,Themba Gorimbo,0,0,32,18,60.0,54.0,59,80,70.24,78.43,3,6,60.0,66.0,3,0,0,1,365,339,23,8,53.49,36.36,5,9,100.0,90.0,4,1,80.0,100.0,21,15,53.85,50.0,0,1,,100.0,11,2,78.57,100.0,red,decision,,unanimous,3,5:00,3,2025-11-01,False,Welterweight
Isaac Dulgarian,Yadier del Valle,0,0,0,1,0.0,100.0,3,28,50.0,65.12,0,0,0.0,,0,3,0,0,16,176,0,0,0.0,,0,0,,,0,1,,100.0,0,1,0.0,100.0,0,0,,,0,0,,,blue,finish,SUB,,1,3:41,3,2025-11-01,False,Featherweight
Charles Radtke,Daniel Frunza,0,0,31,6,81.0,25.0,163,68,76.17,66.67,3,0,60.0,,2,0,0,0,701,0,28,4,82.35,25.0,1,2,100.0,50.0,2,0,66.67,0.0,4,6,44.44,27.27,1,0,100.0,0.0,26,0,92.86,,red,finish,SUB,,3,4:29,3,2025-11-01,False,Welterweight
Allan Nascimento,Cody Durden,0,0,52,57,45.0,44.0,52,57,45.22,44.53,0,1,0.0,33.0,1,0,0,0,21,5,19,47,27.54,41.96,7,5,41.18,55.56,26,5,89.66,71.43,51,57,44.74,44.53,1,0,100.0,,0,0,,,red,finish,SUB,,2,3:13,3,2025-11-01,False,Catchweight
Billy Elekana,Kevin Christian,1,0,17,14,73.0,82.0,19,14,76.0,82.35,0,0,,,1,0,0,0,21,0,11,0,73.33,0.0,2,6,100.0,100.0,4,8,66.67,100.0,8,14,66.67,82.35,0,0,,,9,0,81.82,,red,finish,SUB,,1,3:33,3,2025-11-01,False,Light Heavyweight
